Author,Total_Papers,Collaboration_Papers,Collaboration_Rate
"Qiu, Yunjing",1,0,0.0
"Rao, Matta Vykunta",1,1,1.0
"Rao, Meesala Srinivasa",1,1,1.0
"Rao, Nammi Govinda",1,1,1.0
"Rao, Seela Chiranjeeva",1,1,1.0
"Chen, Weiti",1,0,0.0
"Huang, Chu-Yu",1,0,0.0
"Chang, Yoo Kyung",1,1,1.0
"Chen, Keying",1,1,1.0
"Li, Ziyue",1,1,1.0
"Chen, Isabel",1,0,0.0
"Gao, Sunyu",1,1,1.0
"Lin, Li-Chen",1,0,0.0
"Lin, Zhonghan",1,0,0.0
"Jia, Zhongfan",1,1,1.0
"Shi, Yanlin",1,1,1.0
"Chang, Richard",1,0,0.0
"Kang, Diana",1,0,0.0
"Sun, Ruinan",1,0,0.0
"Liao, Jennifer",1,0,0.0
"Li, Peiwen",1,1,1.0
"Wang, Xinzheng",1,1,1.0
"Jin, Can",1,1,1.0
"Zou, Chunrui",1,1,1.0
"Zou, Yuqing",1,1,1.0
"Deng, Shuao",1,0,0.0
"Zhu, Diana",1,0,0.0
"Hong, Go Chai",1,0,0.0
"Lu, Laura",1,0,0.0
"Gong, Jiayi",1,1,1.0
"Liu, Chenshu",1,1,1.0
"Yang, Pinyi",1,1,1.0
"Chi, John",1,0,0.0
"Liang, Danielle R.",1,0,0.0
"Li, Dawei",1,0,0.0
"Tu, Chia Ching",2,2,1.0
"Chen, Annie V.",1,1,1.0
"Le, Lena",1,1,1.0
"Shen, Fei",1,1,1.0
"Hu, Xin",2,1,0.5
"Ji, Xu",1,1,1.0
"Liu, Yijie",1,0,0.0
"Ren, Xiangshi",1,1,1.0
"Tan, Peng",1,1,1.0
"Cao, Zijing",1,0,0.0
"Heng, Moses Tan Mong",1,0,0.0
"Chai, Lei",1,0,0.0
"Le, Uyen Minh",1,0,0.0
"Lu, Baorong",1,0,0.0
"Zhou, Wang",1,0,0.0
"Xie, Tenglong",1,0,0.0
"Guo, Yilan",1,1,1.0
"Liu, Yaqiao",1,1,1.0
"Zhang, Fangda",1,0,0.0
"Xu, Kate",1,0,0.0
"Guo, Joy",1,0,0.0
"Yu, Gracia Fe Budoy",1,0,0.0
"Tan, Yi",1,1,1.0
"Yang, Wai Yew",1,1,1.0
"Lin, Casper Keegan Ronggui",1,1,1.0
"Tan, Vanessa",1,1,1.0
"Zhou, Yi",1,1,1.0
"Liu, Tuoen",1,0,0.0
"Long, Ruby",1,0,0.0
"Long, Cristen",1,0,0.0
"Mao, Zhuozhu",1,1,1.0
"Xie, Mei",1,1,1.0
"Yuan, Weili",1,0,0.0
"Chu, Angela",2,0,0.0
"Ni, Ji-Qin",1,1,1.0
"Wang, Feifan",1,1,1.0
"Cheng, Hooi Swang",1,0,0.0
"Tan, Zheng Yang Abel",1,1,1.0
"Xu, Ann",1,0,0.0
"Yong, Chee Weng",1,1,1.0
"Zheng, Lei",1,1,1.0
"Long, David",2,0,0.0
"Dang, An H.",1,0,0.0
"Tan, Kim geok",1,0,0.0
"Guo, Ce",1,0,0.0
"Lai, Betty",1,0,0.0
"Liu, Mingqian",1,0,0.0
"Su, Betty",1,0,0.0
"Wang, Yuanhua",2,1,0.5
"Yi, Joanne",1,0,0.0
"Li, Ian W. W.",1,0,0.0
"Zhao, Yangyintao",1,1,1.0
"Xu, Terry",1,0,0.0
"Liu, Jingjing",2,0,0.0
"Zhang, Jacky",1,0,0.0
"Tan, George",1,0,0.0
"Wang, Linda",1,0,0.0
"Zhou, Yiqiu",1,1,1.0
"Yang, Wenxin",1,0,0.0
"Kong, Victoria",1,0,0.0
"Li, Winston",1,0,0.0
"Kong, Yi Fen",1,0,0.0
"Song, Crystal",1,0,0.0
"Lin, Jiesen",1,1,1.0
"Liu, Dapeng",1,1,1.0
"Zhu, Tingting",2,1,0.5
"Zhang, Shuai",2,1,0.5
"Dang, Mai",1,0,0.0
"Sun, Christina Doan",1,0,0.0
"Chang, Eileen",1,1,1.0
"Long, Patricia",1,1,1.0
"Chen, Max",1,1,1.0
"Li, Yichen",1,1,1.0
"Chong, Ivy",1,1,1.0
"Huang, Weihe",1,1,1.0
"Lin, Yan",1,1,1.0
"Xu, Shu",1,1,1.0
"Lin, Tao",1,0,0.0
"Yu, Liyan",1,0,0.0
"Liu, Anne F.",1,0,0.0
"Pei, Jianting",1,0,0.0
"Dang, Tu Thi Cam",1,0,0.0
"Sheng, Dachen",1,0,0.0
"Chi, Irene",1,0,0.0
"Chong, Nathanael Hao Kai",1,0,0.0
"Yang, Yicheng",1,0,0.0
"Lai, Philip",1,0,0.0
"Chu, Thanh Vu",1,0,0.0
"Chen, Zelin",1,0,0.0
"Wei, Sylvia Tan Sze",1,1,1.0
"Wu, Feifei",1,1,1.0
"Jiang, Man",1,1,1.0
"Meng, Weicheng",1,1,1.0
"Zhu, Kexuan",1,1,1.0
"Yu, Chengyuan",1,0,0.0
"Yao, Y.",1,0,0.0
"Ni, Lijun",1,0,0.0
"Yang, Qing",1,0,0.0
"Ha, Nhan Chan",1,1,1.0
"Le, Anh Ho Thi Quynh",1,1,1.0
"Le, Chi Van",1,1,1.0
"Li, Lin",2,1,0.5
"Liu, Shihui",1,1,1.0
"Ma, Guizhen",1,0,0.0
"Li, Yuheng",1,1,1.0
"Chao, Szu-Fu",1,1,1.0
"Ma, Deuk-Sang",1,1,1.0
"Yang, Il-Hyung",1,1,1.0
"Long, Kelly A.",1,0,0.0
"Tang, Jonathan",1,0,0.0
"Xiao, Ling",1,0,0.0
"Lou, Chenyiman",1,0,0.0
"Jiang, Jingwen",1,0,0.0
"Long, Cai",1,1,1.0
"Tu, Fengjiao",1,1,1.0
"Chang, Sejin",1,0,0.0
"He, Ya",1,0,0.0
"Ma, Taejung",1,0,0.0
"Chong, Seenae",1,0,0.0
"Ying, Irene",1,0,0.0
"Xing, Qi W.",1,0,0.0
"Long, Christina M.",1,0,0.0
"Qu, Yao",1,1,1.0
"Tan, Michelle Xin Yi",1,1,1.0
"Chen, Yunfeng",1,1,1.0
"Chong, Oscar Wong",1,1,1.0
"Zhang, Jiansong",1,1,1.0
"Fang, Wei",1,0,0.0
"Liu, Michael",1,1,1.0
"Zhou, Constance",1,1,1.0
"Wang, Siqi (Gigi)",1,0,0.0
"Chong, Elliot Y.",1,1,1.0
"Du, Sherry D. X.",1,1,1.0
"Ren, Yi Ping",1,1,1.0
"Tan, Zhong Chen",1,1,1.0
"Cheng, Jack Kie",1,1,1.0
"Yong, Irene Seok-Ching",1,1,1.0
"Lang, Vida",1,0,0.0
"Li, Gengtan",1,1,1.0
"Ma, Li-Jun",1,1,1.0
"Yu, Houlin",1,1,1.0
"Chen, Mary XiaoRong",2,0,0.0
"Hua, Alice Yong Ching",1,0,0.0
"Zhou, Weile",1,0,0.0
"Liang, Xinyun Meg",1,0,0.0
"Zhu, Qianyu",1,1,1.0
"Zou, Yunqian",1,0,0.0
"Huang, Janice S.",1,0,0.0
"Gao, Yi",1,0,0.0
"Ge, Shigang",1,1,1.0
"Leng, Chin Hai",1,1,1.0
"Tian, Kun",1,1,1.0
"Huang, Mingming",1,0,0.0
"Guo, Xiang",1,0,0.0
"Zhang, Xixi",1,1,1.0
"Dong, Yiming",1,0,0.0
"Xiao, Hong",1,0,0.0
"Lai, Siang Hui",1,0,0.0
"Qu, Meng",1,0,0.0
"Li, Ziying",1,1,1.0
"Yao, Shih-Ying",1,0,0.0
"Lang, Ebony Hall",1,0,0.0
"Yu, Linyu",1,0,0.0
"Wang, Bing",1,0,0.0
"Jiang, Jianbing",1,0,0.0
"Lang, Hauke",1,0,0.0
"Zhou, Yiran",1,0,0.0
"Chen, H. Alexander",1,0,0.0
"Zhang, Michael (Yu)",1,0,0.0
"Fu, Rui",1,0,0.0
"Li, Ming (Lily)",1,0,0.0
"Chi, Gladis Ivette Chan",1,0,0.0
"Le, Giang",1,1,1.0
"Che, Xianhui",1,0,0.0
"Wei, Lim Jia",1,0,0.0
"Dou, Aaron",1,1,1.0
"Du, Joy",1,1,1.0
"Ma, Yan-Xia",1,1,1.0
"Dong, Cecilia S.",1,0,0.0
"Tang, Keowngang",1,0,0.0
"Yin, Liangyu",1,0,0.0
"He, Rui",1,0,0.0
"Lai, Trinh",1,0,0.0
"Li, Yifang",1,0,0.0
"Liu, Pan",1,0,0.0
"Song, Inyoung",2,0,0.0
"Liang, Zilu",1,0,0.0
"Du, Yiran",1,0,0.0
"Du, Michelle",1,0,0.0
"Lin, Elizabeth",1,0,0.0
"Tian, Yu",2,1,0.5
"Wan, Qian",1,1,1.0
"Li, He",1,0,0.0
"Chen, Yea-Jyh",1,0,0.0
"Fu, Joyce",1,1,1.0
"Huang, Yaoxian",1,1,1.0
"Xu, Xandro",1,0,0.0
"Ha, Heesoo",1,0,0.0
"Guo, Yiming",1,0,0.0
"Zhang, Chenchen",1,0,0.0
"Jiang, K.",1,0,0.0
"Ding, Miaomiao",1,0,0.0
"Zhan, Jian Kun",1,0,0.0
"Chen, Pinyu",1,0,0.0
"Dang, Linda",1,0,0.0
"Zhu, Rui",1,0,0.0
"Niu, Shuanghong Jenny",1,1,1.0
"Tan, Heidi Siew Khoon",1,0,0.0
"Jiang, Congmeng",1,0,0.0
"Li, Xinyi",1,1,1.0
"Pan, Li",1,1,1.0
"Ye, Yan",1,1,1.0
"Gao, Sean",1,0,0.0
"Wang, Helen C.",1,0,0.0
"Zhou, Zikai",2,1,0.5
"Xu, Mingkai",1,0,0.0
"Ou, Amy Wanyu",2,0,0.0
"Chen, Jinjushang",2,1,0.5
"Li, Yang",2,2,1.0
"Zhang, Chelsea",2,0,0.0
"Lu, Benjamin Y.",1,0,0.0
"Dong, Liu",2,2,1.0
"Rao, Manoj Kumar",1,0,0.0
"Kang, Sun-woong",1,0,0.0
"Shi, Catherine",1,1,1.0
"Wang, Aubrey",1,0,0.0
"Tan, Sheena",1,0,0.0
"Li, Mao",1,1,1.0
"Gan, Mark Joo Seng",1,0,0.0
"Wang, Wilfred",1,1,1.0
"Zheng, Qiyuan",1,0,0.0
"Luo, Zhangjing",1,0,0.0
"Fan, Xiuyi",1,1,1.0
"Hou, Chenyu",2,2,1.0
"Wang, Yuhan",2,2,1.0
"Zhong, Tianlong",2,2,1.0
"Ding, Yuting",1,1,1.0
"Long, Yao",1,1,1.0
"Yang, Huan",1,0,0.0
"Shan, Limei",1,1,1.0
"Li, Simon",1,0,0.0
"Guo, Zhiyu",1,0,0.0
"Tan, Mingqian",1,0,0.0
"Chen, C. -C. (JJ).",1,0,0.0
"Huang, Joey",1,1,1.0
"Song, Zhanwen",1,1,1.0
"Yong, Mei Fung",1,1,1.0
"Zheng, Erica J.",1,0,0.0
"Han, Ariel",1,0,0.0
"Hu, Zjing",1,0,0.0
"Mao, Wei",1,0,0.0
"Yan, Meng",1,0,0.0
"Liu, Shuyuan",1,0,0.0
"Chen, Samantha",1,0,0.0
"Shi, Yongren",1,0,0.0
"Feng, Daimin",1,1,1.0
"Ouyang, Hongliu",1,1,1.0
"Liu, Meilu",1,1,1.0
"Yang, Ji-Yeon",1,0,0.0
"Zhang, Susan",2,1,0.5
"Yu, Henson L. Lee",1,0,0.0
"Yang, Tianyu",1,0,0.0
"Chang, Mike C.",1,1,1.0
"Kang, Chulhee",1,0,0.0
"Ni, Chaoqun",2,2,1.0
"Liu, Bing",2,1,0.5
"Sun, Zhuo",2,1,0.5
"Dong, Rebecca Kechen",1,1,1.0
"Jiang, Songyu",1,1,1.0
"Pang, Feng",1,0,0.0
"Wu, Yiyan",1,0,0.0
"Chang, Jacklin",1,0,0.0
"Han, Jae Jin",1,0,0.0
"Li, Weiying",1,0,0.0
"Wu, Wenhao",1,0,0.0
"Jin, Yueqiao",1,1,1.0
"Zhao, Linxuan",1,1,1.0
"Yan, Yiqiu",2,2,1.0
"Yang, Yiwen",1,1,1.0
"Cao, Hongtao",1,1,1.0
"Zhang, Lijia",1,1,1.0
"Zhao, Wenwen",1,1,1.0
"Huang, Yi-Hsuan Irene",1,0,0.0
"Xiang, Tai",1,0,0.0
"Xu, Xiao",3,1,0.3333
"Tan, Choon Kiat Nigel",1,1,1.0
"Wang, Jingwen",1,1,1.0
"Zou, Yi",1,1,1.0
"Wang, I. Ta",1,1,1.0
"Wang, Yu Guo",1,1,1.0
"Yuan, Yichun",1,0,0.0
"Hong, Guanglei",1,0,0.0
"Liu, Chaonan",1,1,1.0
"Liu, Shiyao",1,1,1.0
"Zhuang, Liyuan",1,0,0.0
"Chang, Hyunhwa",1,0,0.0
"Yang, Sharon",1,0,0.0
"Cheng, Sherri",1,1,1.0
"Wang, Xu (Frank)",1,1,1.0
"Dang, Shuping",1,0,0.0
"Zhang, Yujie",1,1,1.0
"Dang, Belle",1,1,1.0
"Lin, Grant L.",1,0,0.0
"Shi, Wenyangzi",1,0,0.0
"Yin, Meihua",1,0,0.0
"Heng, Anne-Elisabeth",1,0,0.0
"Tang, Dandan",1,0,0.0
"Lu, Tianqi",1,0,0.0
"Rao, Toluchuri Shalini Shanker",1,0,0.0
"Lai, Jianchao",1,0,0.0
"Meng, C.",1,0,0.0
"Chong, Pui-Yee",1,0,0.0
"Yu, Jiaqi",1,0,0.0
"Su, Chang",1,0,0.0
"Lai, S. M.",1,0,0.0
"Zhang, Ke Er",1,0,0.0
"Ju, Hyun-Ju",1,0,0.0
"Miao, Yanli",1,0,0.0
"Han, Kevin",1,0,0.0
"Lin, Yitong",1,0,0.0
"Zhu, Xinyan",1,0,0.0
"Liang, Zhigao",2,0,0.0
"Yu, Yang",2,0,0.0
"Wei, Yaqiang",1,0,0.0
"Hong, Minju",1,1,1.0
"You, Hyesun",1,1,1.0
"Zhu, Kai",1,0,0.0
"Le, Viet",2,0,0.0
"Chen, Ruth",1,0,0.0
"Le, Khanh-Minh Anh",1,1,1.0
"Huang, Dongpeng",1,1,1.0
"Huang, Yixuan",1,1,1.0
"Hu, Dong",1,1,1.0
"Zhang, Meng",1,1,1.0
"Ma, Yawen",1,0,0.0
"Song, Siyuan",1,0,0.0
"Ban, Shuo",1,0,0.0
"Kou, Seisyou",1,0,0.0
"Yang, Hongyan",1,0,0.0
"Qi, Qin",1,0,0.0
"Yang, Chih-Hsuan",1,1,1.0
"Yang, Hsin-Jung",1,1,1.0
"Song, Lu",1,1,1.0
"Zhao, Yuehan",1,1,1.0
"Zhong, Chen",1,1,1.0
"Chong, Hyun Ju",1,0,0.0
"Pang, Nelson",2,1,0.5
"Liang, Yan (Danni)",1,0,0.0
"Zhang, Zhipeng",1,1,1.0
"Chen, Shumei",1,1,1.0
"She, Jinhua",1,1,1.0
"Hong, Hanbo",1,0,0.0
"Fang, Jieping",1,0,0.0
"Yi, William",1,0,0.0
"Lu, Qianyi",1,0,0.0
"Lai, Chung Yee",1,1,1.0
"Pang, Li Li Lily",1,1,1.0
"Huang, Louise",1,0,0.0
"Tan, Siow-kian",1,0,0.0
"Zhang, Lulu",1,1,1.0
"Chen, Lin",3,1,0.3333
"Zhao, Ling",1,0,0.0
"Hu, Ke",1,0,0.0
"Tang, Shifang",2,2,1.0
"Mo, Wen Juan",1,0,0.0
"Fang, Juncheng",1,0,0.0
"Li, Keqin",1,1,1.0
"Zhu, Haibin",1,1,1.0
"Lin, Evelyn Yeap Ewe",1,0,0.0
"Cai, Huiying",1,1,1.0
"Ge, Eric",1,1,1.0
"Zhao, Chenzi Feng",1,0,0.0
"Wang, Hao",1,0,0.0
"Liu, Hongyang",1,0,0.0
"Zhu, Yutong",1,1,1.0
"Heng, Kok Hui John Gerard",2,2,1.0
"Tang, Guoqing",1,0,0.0
"Huang, Paoyi",2,0,0.0
"Zhan, Tianran",1,0,0.0
"Duan, Xiaojing",1,1,1.0
"Wang, Chaoli",1,1,1.0
"Ma, Yanping",1,1,1.0
"Wang, Xinyi",2,0,0.0
"Hu, Hengzhi",1,0,0.0
"Long, Anna C. J.",1,0,0.0
"Tan, Teck Heng",1,1,1.0
"Tan, Woon Hong Eunice",1,1,1.0
"Yan, Xiaoheng Kitty",1,0,0.0
"Chen, En Chi",1,0,0.0
"Wang, Yue",1,0,0.0
"Liu, Chenxi",1,1,1.0
"Yang, Junyeong",1,1,1.0
"Liu, Chuan",1,1,1.0
"Yu, Shiyan",1,0,0.0
"Li, Weicong",1,0,0.0
"Wang, Xiaoran",1,0,0.0
"Feng, Kaiyun",1,0,0.0
"Lan, Yi-Chen",1,1,1.0
"Lin, Shi J.",1,1,1.0
"Wang, Xinran (Wendy)",2,0,0.0
"Cheng, Chi-Tsun",1,1,1.0
"Fan, Yiyun",1,0,0.0
"Jiang, Yilin",1,1,1.0
"Liu, Jiayang",1,1,1.0
"Zhang, Haihang",1,1,1.0
"Mao, Jia",1,0,0.0
"Ren, Yonggang",1,1,1.0
"Liu, Y.",1,0,0.0
"Tan, Tiffany S.",1,0,0.0
"Le, Tinh T. T.",1,0,0.0
"Xie, Xiaowen (Serina)",1,0,0.0
"Zhang, Genggeng",1,0,0.0
"Xu, Bing M.",1,0,0.0
"Wang, Jici",1,0,0.0
"Zhou, Hana D.",1,0,0.0
"Yuan, Fung Chorng",1,0,0.0
"Liang, Xiaoting",1,0,0.0
"Cai, Na",1,1,1.0
"Yan, Jinzhe",1,1,1.0
"Yu, Chengcheng",1,1,1.0
"Long, Shiona L.",1,0,0.0
"Zhang, Mengqi",1,0,0.0
"Ma, Nan",1,0,0.0
"Ma, Yan",1,0,0.0
"Wang, Yibei",1,0,0.0
"Long, Chengcheng",1,0,0.0
"Chen, Alissa",1,0,0.0
"Fan, Feifei",1,1,1.0
"Zhang, Hangyu",1,1,1.0
"Liu, Miao",1,0,0.0
"Li, Meng-Meng",1,1,1.0
"Huang, Jiexuan",1,1,1.0
"Tong, Yeran",1,1,1.0
"Liu, Qingyang",1,1,1.0
"Zan, Julia Pacheco e",1,0,0.0
"Song, Min-Young",1,0,0.0
"Chang, Siew Lee",1,0,0.0
"Chen, Qing",2,0,0.0
"Zhu, Bin",1,0,0.0
"Ma, Ying",2,0,0.0
"Shi, Yanjin",2,0,0.0
"Zhu, Jenny R.",1,0,0.0
"Chang, Daphne",2,1,0.5
"Zheng, Mandy",1,0,0.0
"Ju, Hongjoo",2,2,1.0
"Kang, Soomin",1,1,1.0
"Song, Jihoon",2,2,1.0
"Han, Hui",1,0,0.0
"Xu, Zhihong",1,1,1.0
"Xie, Chun",1,0,0.0
"Guo, Jia",1,0,0.0
"Tao, Xiaohui",1,1,1.0
"Xie, Xiao",2,0,0.0
"Lai, Chooi-Seong",1,0,0.0
"Meng, Qier",1,0,0.0
"Li, Lechen",1,0,0.0
"Cai, Y.",1,1,1.0
"Huang, L. H.",1,1,1.0
"Wen, Y.",1,1,1.0
"Xie, Y.",1,1,1.0
"Wang, Fa",1,1,1.0
"Zhang, Jinhua",1,1,1.0
"Liu, Jiayi",2,1,0.5
"Ding, Qian",1,1,1.0
"Geng, Max Lei",1,1,1.0
"Guo, Chengxuan",1,1,1.0
"Luo, Yunxin",1,0,0.0
"Cheng, Kristie",1,0,0.0
"Wang, Emma",1,0,0.0
"Wu, Yi-jung",1,1,1.0
"Tao, Xuelian",1,0,0.0
"Zhang, Linmin",1,0,0.0
"Hu, Zhan",1,1,1.0
"Chong, Kyle L.",2,0,0.0
"Ha, Tu Anh",3,0,0.0
"Ma, Huiling",1,0,0.0
"Shi, Zhongqi",1,1,1.0
"Yin, Stella Xin",1,0,0.0
"Weng, Wen-Kai",1,0,0.0
"Qian, Yizhou",1,0,0.0
"Jin, Sicheng",1,1,1.0
"Lou, Yingyan",1,0,0.0
"Tan, Saw Fen",1,0,0.0
"Zhao, Alexa, V",1,0,0.0
"Jin, Yimeng",1,1,1.0
"Yao, Yaya",1,1,1.0
"Wang, Shuai",1,0,0.0
"Jin, Congrui",2,0,0.0
"Mao, En",1,1,1.0
"Li, Kyle",1,0,0.0
"Huang, Jerry",2,0,0.0
"Su, Martin",1,0,0.0
"Li, Hao",1,1,1.0
"Xing, Xiujing",1,1,1.0
"Chu, Tuan Thanh",1,0,0.0
"Xiao, Shaoming",1,0,0.0
"Zhang, Liwen",1,0,0.0
"Chen, Changsheng",1,0,0.0
"Qu, Kunyang",1,1,1.0
"Wu, Xuande",1,1,1.0
"Yang, Pengfei",1,0,0.0
"Chen, Carrie H.",1,0,0.0
"Song, Youngwan",1,0,0.0
"Luo, Yujuan",2,0,0.0
"Zhen, Fubiao",1,0,0.0
"Ren, Simin",1,0,0.0
"Xu, Ren-Hao",2,0,0.0
"Kang, Shin Ji",1,0,0.0
"Wang, Changzhao",1,0,0.0
"Li, Zhaotong",1,1,1.0
"Ma, Bohao",1,1,1.0
"Sun, Shanshan",1,1,1.0
"Zhou, Yuyang",1,0,0.0
"Wang, Lanting",1,0,0.0
"Yang, Li",1,0,0.0
"Hao, Tianshi",1,1,1.0
"Qiang, Qiang",1,1,1.0
"Tang, Sau-Fun",1,0,0.0
"Ha, Dang Vu",1,1,1.0
"Ha, Nguyen Thi Song",1,1,1.0
"Zhou, An",1,0,0.0
"Kou, Heung",2,0,0.0
"He, Jingyi",2,0,0.0
"Kang, Yeon Hee",1,0,0.0
"Li, Yumeng",1,0,0.0
"Zhang, Qiyue",1,0,0.0
"Zhang, Shaoling (Katee)",1,0,0.0
"Li, Joan",1,0,0.0
"Bian, Zhiyun",1,0,0.0
"Chi, Michelene",1,1,1.0
"Liu, Xinran",1,0,0.0
"Fu, Xuehua",1,0,0.0
"Han, Moonhyun",1,0,0.0
"Luo, Xi",1,0,0.0
"Jing, Chen",1,0,0.0
"Lai, Phuong-Lien",1,1,1.0
"Le, Thi Hong-Chi",1,1,1.0
"Yan, Ning",1,0,0.0
"Cheng, Wenjuan",2,1,0.5
"Kong, Ming Sum",2,2,1.0
"Qiu, Yuxi",1,1,1.0
"Dou, Florence Y.",1,0,0.0
"He, Junyao",1,1,1.0
"Lin, Yanliu",1,1,1.0
"Lu, Hongmei",1,1,1.0
"Qiu, Yujia",1,1,1.0
"Le, Thanh-Thao",1,0,0.0
"Lin, Nancy",1,0,0.0
"Qi, H.",1,0,0.0
"Jiang, Xiaoming",1,1,1.0
"Xiao, Zhimin",1,1,1.0
"Peng, Lujie",1,0,0.0
"Lang, Gillian",1,0,0.0
"Cheng, Sijia",1,1,1.0
"Zhou, Ronghua",1,1,1.0
"Li, Hanwei",1,0,0.0
"Yun, Saeyan",1,0,0.0
"Gao, Bing",2,0,0.0
"Zhou, Ronghui",1,0,0.0
"Kang, Jiyoung",2,0,0.0
"Ruan, Jieyu",1,1,1.0
"Wang, Shan",1,0,0.0
"Rao, Reeta P.",1,1,1.0
"Yang, Mingyu",1,1,1.0
"Hu, Hailin",1,0,0.0
"Wang, Andrew Xianyong",1,1,1.0
"Qiao, Jianshu",1,0,0.0
"Wang, Yijen",1,0,0.0
"Cheng, Moqiu",1,0,0.0
"Zhan, Guofang",1,0,0.0
"Shen, Lifen",1,1,1.0
"Li, Shangman",3,2,0.6667
"Qi, Sangge",1,0,0.0
"Liu, Tuo",1,1,1.0
"Zhang, Jiayu",1,0,0.0
"Wang, Yahui",1,1,1.0
"Guan, Tracy C.",1,0,0.0
"Chen, Da-Lun",1,0,0.0
"Li, Tingting",1,1,1.0
"Han, Mihyun",1,0,0.0
"Chen, Ning",1,0,0.0
"He, Fangzhi",1,0,0.0
"Pan, Zhaoyi",1,0,0.0
"Zou, Weixin",1,0,0.0
"Tan, Liang Ye",1,0,0.0
"Xu, Qin",1,0,0.0
"Pan, Qichao",2,0,0.0
"Li, Ke",1,1,1.0
"Tu, Shihfen",1,0,0.0
"Zhang, Lijin",1,0,0.0
"Li, Jennifer",1,0,0.0
"Yuan, Zhiyang",1,0,0.0
"Long, Lisa",1,0,0.0
"Feng, Zhihui",2,0,0.0
"Zhao, Hongyang",1,0,0.0
"Gao, Huixin",1,0,0.0
"Zhao, Heru",1,0,0.0
"Yu, Kun",1,0,0.0
"Yu, Alice Shihua",1,0,0.0
"Deng, Yanyao",1,1,1.0
"Du, Jinming",1,0,0.0
"Wu, Li",1,0,0.0
"Zhao, Xuan",1,0,0.0
"Cheng, Kelvin",1,1,1.0
"Hao, Brandon",1,1,1.0
"Yu, Guolin",1,1,1.0
"Tan, Chee Soon",1,0,0.0
"Wu, Huang",1,1,1.0
"Li, Yi- Fan",1,1,1.0
"Xu, Wenqian",1,0,0.0
"Luo, Jinwen",1,1,1.0
"Yang, Runde",1,1,1.0
"Ma, Yuwen",1,1,1.0
"Xu, Meimei",2,2,1.0
"Yang, Xigui",2,2,1.0
"Wu, Jamie Heng-Chieh",1,0,0.0
"Dong, Xin",1,1,1.0
"Yan, Wei",1,1,1.0
"Chang, Doris",1,0,0.0
"Lu, Xiaolong",1,0,0.0
"Xue, Sarah Shan",1,0,0.0
"Li, Benjamin J.",1,0,0.0
"Cheng, Kai Chieh",1,0,0.0
"Liu, Zhifang",1,0,0.0
"Xia, Kay T.",1,0,0.0
"Liang, Tanjian",1,1,1.0
"Liu, Jinlong",1,0,0.0
"Yu, Mark",1,0,0.0
"Yang, Cynthia",1,0,0.0
"Sun, Shuting (Alice)",1,1,1.0
"Shen, Angela",1,0,0.0
"Dong, Winny",1,0,0.0
"Ling, Jiying",1,1,1.0
"Liu, Charles",1,1,1.0
"Liu, ChengChing Hiya",1,1,1.0
"Yun, Sanga",1,0,0.0
"Le, Dieu Phap",1,0,0.0
"Wang, Xue",1,1,1.0
"Yang, Zhanxia",1,0,0.0
"Du, Yingqiao",1,1,1.0
"Cai, Liping A. A.",1,1,1.0
"Dou, Xueting (Katherine)",1,1,1.0
"Fan, Alei",1,1,1.0
"Li, Jingxian",2,0,0.0
"Wang, Liuping",1,0,0.0
"Han, Kyung (Chris) T.",1,0,0.0
"Deng, Huixin",1,1,1.0
"Sun, Lei Y.",1,1,1.0
"Yu, Cheryl",1,1,1.0
"Pang, Kuin Tian",1,1,1.0
"Tan, Mark Jun Hao",1,1,1.0
"Lin, Yiwen",1,0,0.0
"Li, Yinmiao",1,1,1.0
"Zhou, Xiaoyang",1,1,1.0
"Huang, Qing",1,0,0.0
"Chen, Ofer",1,0,0.0
"Li, Ruobing",1,1,1.0
"Shen, Lijiang",1,1,1.0
"Zhou, Yanmengqian",1,1,1.0
"Dai, Yiling",1,1,1.0
"Zhang, Susu",1,1,1.0
"Hu, Danfei",1,0,0.0
"Jiang, Jialei",2,0,0.0
"Gao, Qianqian",1,0,0.0
"Luan, Ng Lee",1,1,1.0
"Xu, Annie",1,0,0.0
"Xiao, Ting",1,0,0.0
"Ou, Wanyu Amy",1,0,0.0
"Wang, Chiachih",1,0,0.0
"Cui, Xiao",1,1,1.0
"Wang, Chong",1,1,1.0
"Lin, Michael",1,0,0.0
"Fan, Meiqi",1,0,0.0
"Wang, Dan",1,0,0.0
"Ma, Lan",2,2,1.0
"She, Long",2,2,1.0
"Yang, Elaine",1,0,0.0
"Wang, Yunlong",1,0,0.0
"Huang, Xiaomeng",1,0,0.0
"Shen, Lijun",1,0,0.0
"Long, Miaolang",1,1,1.0
"Xu, Yi",1,1,1.0
"Wu, Meng-Jia",1,0,0.0
"Ha, Dungz Van",1,1,1.0
"Le, Hien Thu Thi",1,1,1.0
"Jin, Xin",1,0,0.0
"Dong, Fanghong",1,0,0.0
"Xin, Zhexun",1,0,0.0
"Ou, Tzung-Shiang",1,1,1.0
"Yang, James J.",1,1,1.0
"Huang, Wenyen",1,1,1.0
"Wang, Ping-Chuan",1,1,1.0
"He, Jiangen",1,1,1.0
"Yan, Erjia",1,1,1.0
"Zhou, Ran",1,0,0.0
"Wang, Jonathan",1,0,0.0
"Shao, Xin",2,1,0.5
"Tian, Siyu",1,0,0.0
"Xu, Haibo",1,0,0.0
"Han, Ho",1,1,1.0
